index	prefix	engaligns	greekaligns
1758		['2:5.248:and[2]']	['2:5.248:καὶ']
1759		['2:5.248:fastenings']	['2:5.248:ἁρμονίῃσιν']
1760	[he] 	['2:5.248:hammered', '2:5.248:together']	['2:5.248:ἄρασσεν']
1761		['2:5.248:that']	['2:5.248:τήν']
1762		['2:5.249:As', '2:5.249:great', '2:5.249:as']	['2:5.249:ὅσσον']
1763		['2:5.249:any']	['2:5.249:τίς']
1764		['2:5.249:man']	['2:5.249:ἀνὴρ']
1765	[he] 	['2:5.249:might', '2:5.249:round', '2:5.249:off']	['2:5.249:τορνώσεται']
1766		['2:5.249:base']	['2:5.249:ἔδαφος']
1767		['2:5.249:ship']	['2:5.249:νηὸς']
1768		['2:5.250:wide']	['2:5.250:εὐρείης']
1769		['2:5.250:cargo', '2:5.250:vessel']	['2:5.250:φορτίδος']
1770		['2:5.250:--', '2:5.250:well']	['2:5.250:ἐῢ']
1771		['2:5.250:knowing']	['2:5.250:εἰδὼς']
1772		['2:5.250:the', '2:5.250:practices', '2:5.250:of', '2:5.250:carpentry']	['2:5.250:τεκτοσυνάων']
1773		['2:5.251:so', '2:5.251:great']	['2:5.251:τόσσον']
1774		['2:5.251:Odysseus']	['2:5.251:Ὀδυσσεύς']
1775	[he] 	['2:5.251:built', '2:5.251:for', '2:5.251:himself']	["2:5.251:ποιήσατ'"]
1776		['2:5.251:wide']	['2:5.251:εὐρεῖαν']
1777		['2:5.251:boat']	['2:5.251:σχεδίην']
1778		['2:5.251:upon']	["2:5.251:ἔπ'"]
1779		['2:5.252:Having', '2:5.252:raised']	['2:5.252:στήσας']
1780		['2:5.252:deck-platform']	['2:5.252:ἴκρια']
1781		['2:5.252:having', '2:5.252:fitting']	['2:5.252:ἀραρὼν']
1782		['2:5.252:close-set']	['2:5.252:θαμέσι']
1783		['2:5.252:ribs']	['2:5.252:σταμίνεσσι']
1784	[he] 	['2:5.253:continued', '2:5.253:building']	['2:5.253:ποίει']
1785		['2:5.253:and', '2:5.253:then']	['2:5.253:ἀτὰρ']
1786	[he] 	['2:5.253:began', '2:5.253:finishing']	['2:5.253:τελεύτα']
1787		['2:5.253:long']	['2:5.253:μακρῇσιν']
1788		['2:5.253:gunwale', '2:5.253:planks']	['2:5.253:ἐπηγκενίδεσσι']
1789		['2:5.254:Then']	["2:5.254:δ'"]
1790	[he] 	['2:5.254:began', '2:5.254:building']	['2:5.254:ποίει']
1791		['2:5.254:mast']	['2:5.254:ἱστὸν']
1792		['2:5.254:and']	['2:5.254:καὶ']
1793		['2:5.254:yard-arm']	['2:5.254:ἐπίκριον']
1794		['2:5.254:fastened']	['2:5.254:ἄρμενον']
1795		['2:5.254:onto']	['2:5.254:ἐν']
1796		['2:5.254:it']	['2:5.254:αὐτῷ']
1797		['2:5.255:Besides']	['2:5.255:πρὸς']
1798		['2:5.255:then']	['2:5.255:ἄρα']
1799		['2:5.255:also']	["2:5.255:δ'"]
1800	[he] 	['2:5.255:built', '2:5.255:for', '2:5.255:himself']	['2:5.255:ποιήσατο']
1801		['2:5.255:rudder']	['2:5.255:πηδάλιον']
1802		['2:5.255:so', '2:5.255:that']	["2:5.255:ὄφρ'"]
1803	[he] 	['2:5.255:could', '2:5.255:steer']	['2:5.255:ἰθύνοι']
1804	[he] 	['2:5.256:fortified']	['2:5.256:φράξε']
1805		['2:5.256:it']	['2:5.256:μιν']
1806		['2:5.256:thoroughly']	['2:5.256:διαμπερὲς']
1807		['2:5.256:with', '2:5.256:willow']	['2:5.256:οἰσυΐνῃσι']
1808		['2:5.256:wicker-work']	['2:5.256:ῥίπεσσι']
1809		['2:5.257:to', '2:5.257:be']	['2:5.257:ἔμεν']
1810		['2:5.257:defense']	['2:5.257:εἶλαρ']
1811		['2:5.257:swell']	['2:5.257:κύματος']
1812	[he] 	['2:5.257:heaped', '2:5.257:up', '2:5.257:for', '2:5.257:himself']	['2:5.257:ἐπεχεύατο']
1813		['2:5.257:much']	['2:5.257:πολλὴν']
1814		['2:5.257:brush']	['2:5.257:ὕλην']
1815		['2:5.258:During', '2:5.258:that', '2:5.258:time']	['2:5.258:τόφρα']
1816	[she] 	['2:5.258:brought']	['2:5.258:ἔνεικε']
1817		['2:5.258:textiles']	["2:5.258:φάρε'"]
1818		['2:5.258:Calypso']	['2:5.258:Καλυψώ']
1819		['2:5.258:divine', '2:5.258:of', '2:5.258:goddesses', '2:5.258:of', '2:5.258:goddesses']	['2:5.258:δῖα', '2:5.258:θεάων']
1820		['2:5.259:to', '2:5.259:make', '2:5.259:for', '2:5.259:himself']	['2:5.259:ποιήσασθαι']
1821		['2:5.259:sails']	['2:5.259:ἱστία']
1822		['2:5.259:those']	['2:5.259:τά']
1823		['2:5.259:too']	['2:5.259:καὶ']
1824		['2:5.259:he']	['2:5.259:ὁ']
1825	[he] 	['2:5.259:crafted', '2:5.259:for[2]', '2:5.259:himself[2]']	['2:5.259:τεχνήσατο']
1826		['2:5.259:skillfully']	['2:5.259:εὖ']
1827		["2:5.260:sails'", '2:5.260:upper', '2:5.260:braces']	['2:5.260:ὑπέρας']
1828		['2:5.260:and']	['2:5.260:τε']
1829		['2:5.260:cables']	['2:5.260:κάλους']
1830		['2:5.260:and[2]']	['2:5.260:τε[2]']
1831		["2:5.260:sails'[2]", '2:5.260:feet']	['2:5.260:πόδας']
1832	[he] 	['2:5.260:tied']	['2:5.260:ἐνέδησεν']
1833		['2:5.260:in']	['2:5.260:ἐν']
1834		['2:5.260:on']	['2:5.260:ἐν[2]']
1835		['2:5.260:itself']	['2:5.260:αὐτῇ']
1836		['2:5.261:and']	["2:5.261:δ'"]
1837		['2:5.261:with', '2:5.261:levers']	['2:5.261:μοχλοῖσιν']
1838		['2:5.261:then']	['2:5.261:ἄρα']
1839	[he] 	['2:5.261:hauled', '2:5.261:down']	['2:5.261:κατείρυσεν']
1840		['2:5.261:this']	['2:5.261:τήν']
1841		['2:5.261:into']	['2:5.261:εἰς']
1842		['2:5.261:divine']	['2:5.261:δῖαν']
1843		['2:5.261:sea']	['2:5.261:ἅλα']
1844	[it] 	['2:5.262:was']	['2:5.262:ἔην']
1845		['2:5.262:fourth']	['2:5.262:τέτρατον']
1846		['2:5.262:day']	['2:5.262:ἦμαρ']
1847		['2:5.262:when']	['2:5.262:καὶ']
1848		['2:5.262:all']	['2:5.262:ἅπαντα']
1849	[it] 	['2:5.262:had', '2:5.262:been', '2:5.262:completed']	['2:5.262:τετέλεστο']
1850		['2:5.262:by', '2:5.262:him']	['2:5.262:τῷ']
1851		['2:5.263:then']	['2:5.263:ἄρα']
1852		['2:5.263:on', '2:5.263:the']	['2:5.263:τῷ']
1853		['2:5.263:fifth']	['2:5.263:πέμπτῳ']
1854	[she] 	['2:5.263:had', '2:5.263:him', '2:5.263:begin', '2:5.263:his', '2:5.263:journey']	["2:5.263:πέμπ'"]
1855		['2:5.263:from']	['2:5.263:ἀπὸ']
1856		['2:5.263:island']	['2:5.263:νήσου']
1857		['2:5.263:divine']	['2:5.263:δῖα']
1858		['2:5.263:Calypso']	['2:5.263:Καλυψώ']
1859		['2:5.264:having', '2:5.264:put', '2:5.264:around']	['2:5.264:ἀμφιέσασα']
1860		['2:5.264:sweet-smelling']	['2:5.264:θυώδεα']
1861		['2:5.264:robes']	['2:5.264:εἵματά']
1862		['2:5.264:and']	['2:5.264:καὶ']
1863		['2:5.264:having[2]', '2:5.264:bathed']	['2:5.264:λούσασα']
1864		['2:5.265:Inside']	['2:5.265:ἐν']
1865		['2:5.265:goddess']	['2:5.265:θεὰ']
1866	[she] 	['2:5.265:placed']	['2:5.265:ἔθηκε']
1867		['2:5.265:for', '2:5.265:him']	['2:5.265:οἱ']
1868		['2:5.265:leather', '2:5.265:container']	['2:5.265:ἀσκὸν']
1869		['2:5.265:-', '2:5.265:of', '2:5.265:dark']	['2:5.265:μέλανος']
1870		['2:5.265:wine']	['2:5.265:οἴνοιο']
1871		['2:5.266:this']	['2:5.266:τὸν']
1872		['2:5.266:one']	['2:5.266:ἕτερον']
1873		['2:5.266:-', '2:5.266:and']	["2:5.266:δ'"]
1874		['2:5.266:another', '2:5.266:one[2]']	['2:5.266:ἕτερον[2]']
1875		['2:5.266:large']	['2:5.266:μέγαν']
1876		['2:5.266:of', '2:5.266:water']	['2:5.266:ὕδατος']
1877		['2:5.266:and[2]']	['2:5.266:δὲ']
1878		['2:5.266:also']	['2:5.266:καὶ']
1879		['2:5.266:food']	['2:5.266:ᾖα']
1880		['2:5.266:in']	['2:5.266:ἐν']
1881		['2:5.267:leather', '2:5.267:sack']	['2:5.267:κωρύκῳ']
1882		['2:5.267:inside']	['2:5.267:ἐν']
1883	[she] 	['2:5.267:was', '2:5.267:packing']	['2:5.267:τίθει']
1884		['2:5.267:many']	['2:5.267:πολλά']
1885		['2:5.267:strength-giving']	['2:5.267:μενοεικέα']
1886		['2:5.267:cooked', '2:5.267:meats']	['2:5.267:ὄψα']
1887		['2:5.267:for', '2:5.267:him']	['2:5.267:οἱ']
1888	[she] 	['2:5.268:sent', '2:5.268:forth']	['2:5.268:προέηκεν']
1889		['2:5.268:favorable', '2:5.268:wind']	['2:5.268:οὖρον']
1890		['2:5.268:both', '2:5.268:and']	['2:5.268:τε']
1891		['2:5.268:gentle']	['2:5.268:ἀπήμονά']
1892		['2:5.268:warm']	['2:5.268:λιαρόν']
1893		['2:5.269:Filled', '2:5.269:with', '2:5.269:happiness']	['2:5.269:γηθόσυνος']
1894		['2:5.269:god-like']	['2:5.269:δῖος']
1895		['2:5.269:Odysseus']	['2:5.269:Ὀδυσσεύς']
1896	[he] 	['2:5.269:opened', '2:5.269:wide']	["2:5.269:πέτασ'"]
1897		['2:5.269:sails']	['2:5.269:ἱστία']
1898		['2:5.269:wind']	['2:5.269:οὔρῳ']
1899		['2:5.270:He']	['2:5.270:ὁ']
1900		['2:5.270:then']	['2:5.270:αὐτὰρ']
1901	[he] 	['2:5.270:began', '2:5.270:to', '2:5.270:steer', '2:5.270:himself']	['2:5.270:ἰθύνετο']
1902		['2:5.270:rudder']	['2:5.270:πηδαλίῳ']
1903		['2:5.270:with[2]', '2:5.270:practiced', '2:5.270:skill']	['2:5.270:τεχνηέντως']
1904		['2:5.271:sitting']	['2:5.271:ἥμενος']
1905		['2:5.271:And']	['2:5.271:δέ']
1906		['2:5.271:sleep']	['2:5.271:ὕπνος']
1907	[it] 	['2:5.271:did', '2:5.271:ever', '2:5.271:fall']	['2:5.271:ἔπιπτεν']
1908		['2:5.271:not']	['2:5.271:οὐ']
1909		['2:5.271:upon']	['2:5.271:ἐπὶ']
1910		['2:5.271:his']	['2:5.271:οἱ']
1911		['2:5.271:eyelids']	['2:5.271:βλεφάροισιν']
1912		['2:5.272:looking', '2:5.272:at']	['2:5.272:ἐσορῶντι']
1913		['2:5.272:Pleiades']	['2:5.272:Πληιάδας']
1914		['2:5.272:and']	['2:5.272:καὶ']
1915		['2:5.272:after', '2:5.272:a', '2:5.272:long', '2:5.272:time']	['2:5.272:ὀψὲ']
1916		['2:5.272:sinking']	['2:5.272:δύοντα']
1917		['2:5.272:Bootes']	['2:5.272:Βοώτην']
1918		['2:5.273:and']	["2:5.273:θ'"]
1919		['2:5.273:Great', '2:5.273:Bear']	['2:5.273:Ἄρκτον']
1920		['2:5.273:which']	['2:5.273:ἣν']
1921		['2:5.273:also']	['2:5.273:καὶ']
1922	[they] 	['2:5.273:call']	['2:5.273:καλέουσιν']
1923		['2:5.273:by', '2:5.273:another', '2:5.273:name']	['2:5.273:ἐπίκλησιν']
1924		['2:5.273:wagon']	['2:5.273:ἄμαξαν']
1925		['2:5.274:and']	["2:5.274:τ'"]
1926		['2:5.274:it']	['2:5.274:ἥ']
1927		['2:5.274:both']	['2:5.274:καί']
1928	[it] 	['2:5.274:circles', '2:5.274:around', '2:5.274:herself']	['2:5.274:στρέφεται']
1929		['2:5.274:in', '2:5.274:that', '2:5.274:spot']	['2:5.274:αὐτοῦ']
1930		['2:5.274:and[2]', '2:5.274:also']	["2:5.274:τ'[2]"]
1931	[it] 	['2:5.274:watches']	['2:5.274:δοκεύει']
1932		['2:5.274:Orion']	['2:5.274:Ὠρίωνα']
1933		['2:5.275:alone']	['2:5.275:οἴη']
1934	[it] 	['2:5.275:is']	['2:5.275:ἐστι']
1935		['2:5.275:without']	['2:5.275:ἄμμορός']
1936		['2:5.275:cleansing', '2:5.275:waters']	['2:5.275:λοετρῶν']
1937		['2:5.275:of[2]', '2:5.275:Oceanus']	['2:5.275:Ὠκεανοῖο']
1938		['2:5.276:Regarding']	['2:5.276:γὰρ']
1939		['2:5.276:this']	['2:5.276:τὴν']
1940		['2:5.276:in', '2:5.276:fact']	['2:5.276:δή']
1941		['2:5.276:Calypso']	['2:5.276:Καλυψώ']
1942		['2:5.276:goddess']	['2:5.276:δῖα']
1943		['2:5.276:among', '2:5.276:goddesses']	['2:5.276:θεάων']
1944	[she] 	['2:5.276:had', '2:5.276:ordered']	['2:5.276:ἄνωγε']
1945		['2:5.276:him']	['2:5.276:μιν']
1946		['2:5.277:to', '2:5.277:pass', '2:5.277:over', '2:5.277:the', '2:5.277:sea']	['2:5.277:ποντοπορευέμεναι']
1947		['2:5.277:while', '2:5.277:keeping']	['2:5.277:ἔχοντα']
1948		['2:5.277:on']	["2:5.277:ἐπ'"]
1949		['2:5.277:left', '2:5.277:side']	['2:5.277:ἀριστερὰ']
1950		['2:5.277:hand']	['2:5.277:χειρὸς']
1951		['2:5.278:And']	['2:5.278:δὲ']
1952		['2:5.278:first']	['2:5.278:μὲν']
1953		['2:5.278:seven']	['2:5.278:ἑπτὰ']
1954		['2:5.278:and']	['2:5.278:καὶ']
1955		['2:5.278:ten']	['2:5.278:δέκα']
1956		['2:5.278:days']	['2:5.278:ἤματα']
1957	[he] 	['2:5.278:kept', '2:5.278:sailing']	['2:5.278:πλέεν']
1958		['2:5.278:passing', '2:5.278:over', '2:5.278:the', '2:5.278:sea']	['2:5.278:ποντοπορεύων']
1959		['2:5.279:but', '2:5.279:then']	["2:5.279:δ'"]
1960		['2:5.279:eighteenth']	['2:5.279:ὀκτωκαιδεκάτῃ']
1961		['2:5.279:shadowy']	['2:5.279:σκιόεντα']
1962		['2:5.279:mountains']	['2:5.279:ὄρεα']
1963	[they] 	['2:5.279:were', '2:5.279:visible']	['2:5.279:ἐφάνη']
1964		['2:5.280:of', '2:5.280:land']	['2:5.280:γαίης']
1965		['2:5.280:of[2]', '2:5.280:Phaeacian']	['2:5.280:Φαιήκων']
1966		['2:5.280:where']	['2:5.280:ὅθι']
1967	[it] 	['2:5.280:was']	['2:5.280:πέλεν']
1968		['2:5.280:nearest']	['2:5.280:ἄγχιστον']
1969		['2:5.280:to', '2:5.280:him']	['2:5.280:αὐτῷ']
1970	[he] 	['2:5.281:was', '2:5.281:visible']	['2:5.281:εἴσατο']
1971		['2:5.281:just', '2:5.281:like', '2:5.281:like']	['2:5.281:ὡς', '2:5.281:ὅτε']
1972		['2:5.281:skin']	['2:5.281:ῥινὸν']
1973		['2:5.281:on']	['2:5.281:ἐν']
1974		['2:5.281:misty']	['2:5.281:ἠεροειδέι']
1975		['2:5.281:sea']	['2:5.281:πόντῳ']
1976		['2:5.282:But']	["2:5.282:δ'"]
1977		['2:5.282:that', '2:5.282:man']	['2:5.282:τὸν']
1978		['2:5.282:ruling']	['2:5.282:κρείων']
1979		['2:5.282:Earth-shaker']	['2:5.282:ἐνοσίχθων']
1980		['2:5.282:coming', '2:5.282:back']	['2:5.282:ἀνιὼν']
1981		['2:5.282:from']	['2:5.282:ἐξ']
1982		['2:5.282:Ethiopians']	['2:5.282:Αἰθιόπων']
1983	[he] 	['2:5.283:saw']	['2:5.283:ἴδεν']
1984		['2:5.283:from', '2:5.283:far', '2:5.283:away']	['2:5.283:τηλόθεν']
1985		['2:5.283:out', '2:5.283:of']	['2:5.283:ἐκ']
1986		['2:5.283:mountains']	['2:5.283:ὀρέων']
1987		['2:5.283:of[2]', '2:5.283:Solymi']	['2:5.283:Σολύμων']
1988		['2:5.283:for']	['2:5.283:γάρ']
1989	[he] 	['2:5.283:was', '2:5.283:visible']	['2:5.283:εἴσατο']
1990		['2:5.283:to', '2:5.283:him']	['2:5.283:οἱ']
1991		['2:5.284:sailing', '2:5.284:over']	['2:5.284:ἐπιπλώων']
1992		['2:5.284:sea']	['2:5.284:πόντον']
1993		['2:5.284:And']	["2:5.284:δ'"]
1994		['2:5.284:he']	['2:5.284:ὁ']
1995	[he] 	['2:5.284:became', '2:5.284:angered']	['2:5.284:ἐχώσατο']
1996		['2:5.284:even', '2:5.284:more', '2:5.284:greatly']	['2:5.284:μᾶλλον']
1997		['2:5.284:in', '2:5.284:heart']	['2:5.284:κηρόθι']
1998		['2:5.285:having', '2:5.285:shaken']	['2:5.285:κινήσας']
1999		['2:5.285:head']	['2:5.285:κάρη']
2000	[he] 	['2:5.285:addressed', '2:5.285:a', '2:5.285:speech']	['2:5.285:μυθήσατο']
2001		['2:5.285:to']	['2:5.285:προτὶ']
2002		['2:5.285:his[2]', '2:5.285:own', '2:5.285:spirit']	['2:5.285:ὃν']
2003		['2:5.286:Surely']	['2:5.286:ἦ']
2004		['2:5.286:gods']	['2:5.286:θεοὶ']
2005		['2:5.286:greatly']	['2:5.286:μάλα']
2006	[they] 	['2:5.286:changed', '2:5.286:their', '2:5.286:plans']	['2:5.286:μετεβούλευσαν']
2007		['2:5.286:in', '2:5.286:a', '2:5.286:different', '2:5.286:direction']	['2:5.286:ἄλλως']
2008		['2:5.287:regarding']	["2:5.287:ἀμφ'"]
2009		['2:5.287:Odysseus']	['2:5.287:Ὀδυσῆι']
2010		['2:5.287:while', '2:5.287:was']	['2:5.287:ἐόντος']
2011		['2:5.287:I']	['2:5.287:ἐμεῖο']
2012		['2:5.287:among']	["2:5.287:μετ'"]
2013		['2:5.287:Ethiopians']	['2:5.287:Αἰθιόπεσσιν']
2014		['2:5.288:And']	['2:5.288:καὶ']
2015		['2:5.288:near']	['2:5.288:σχεδόν']
2016		['2:5.288:land']	['2:5.288:γαίης']
2017		['2:5.288:of', '2:5.288:Phaeacians']	['2:5.288:Φαιήκων']
2018		['2:5.288:there']	['2:5.288:ἔνθα']
2019		['2:5.288:his']	['2:5.288:οἱ']
2020		['2:5.288:lot']	['2:5.288:αἶσα']
2021		['2:5.289:to', '2:5.289:escape']	['2:5.289:ἐκφυγέειν']
2022		['2:5.289:great']	['2:5.289:μέγα']
2023		['2:5.289:fated', '2:5.289:share']	['2:5.289:πεῖραρ']
2024		['2:5.289:of', '2:5.289:suffering']	['2:5.289:ὀιζύος']
2025		['2:5.289:which']	['2:5.289:ἥ']
2026	[it] 	['2:5.289:comes', '2:5.289:upon']	['2:5.289:ἱκάνει']
2027		['2:5.289:him']	['2:5.289:μιν']
2028		['2:5.290:All', '2:5.290:the', '2:5.290:same']	["2:5.290:ἀλλ'"]
2029	[I] 	['2:5.290:state', '2:5.290:my', '2:5.290:intention']	['2:5.290:φημι']
2030		['2:5.290:in', '2:5.290:fact']	['2:5.290:μέν']
2031		['2:5.290:still']	['2:5.290:ἔτι']
2032		['2:5.290:to', '2:5.290:drive']	['2:5.290:ἐλάαν']
2033		['2:5.290:him']	['2:5.290:μίν']
2034		['2:5.290:towards', '2:5.290:his', '2:5.290:fill']	['2:5.290:ἅδην']
2035		['2:5.290:of', '2:5.290:hardship']	['2:5.290:κακότητος']
2036		['2:5.291:Having', '2:5.291:spoken']	['2:5.291:εἰπὼν']
2037		['2:5.291:thus']	['2:5.291:ὣς']
2038	[he] 	['2:5.291:began', '2:5.291:to', '2:5.291:bring', '2:5.291:together']	['2:5.291:σύναγεν']
2039		['2:5.291:clouds']	['2:5.291:νεφέλας']
2040		['2:5.291:and']	['2:5.291:δὲ']
2041	[he] 	['2:5.291:stirred', '2:5.291:up']	['2:5.291:ἐτάραξε']
2042		['2:5.291:sea']	['2:5.291:πόντον']
2043		['2:5.292:after', '2:5.292:seizing']	['2:5.292:ἑλών']
2044		['2:5.292:trident']	['2:5.292:τρίαιναν']
2045		['2:5.292:with', '2:5.292:hands']	['2:5.292:χερσὶ']
2046	[he] 	['2:5.292:began', '2:5.292:to', '2:5.292:rouse']	['2:5.292:ὀρόθυνεν']
2047		['2:5.292:all']	['2:5.292:πάσας']
2048		['2:5.292:gusts']	['2:5.292:ἀέλλας']
2049		['2:5.293:of', '2:5.293:every', '2:5.293:kind']	['2:5.293:παντοίων']
2050		['2:5.293:of[2]', '2:5.293:wind']	['2:5.293:ἀνέμων']
2051		['2:5.293:and']	['2:5.293:δὲ']
2052		['2:5.293:with', '2:5.293:clouds']	['2:5.293:νεφέεσσι']
2053	[he] 	['2:5.293:covered']	['2:5.293:κάλυψε']
2054		['2:5.293:over']	['2:5.293:σὺν']
2055		['2:5.294:land']	['2:5.294:γαῖαν']
2056		['2:5.294:and']	['2:5.294:καὶ']
2057		['2:5.294:sea']	['2:5.294:πόντον']
2058		['2:5.294:at', '2:5.294:once']	['2:5.294:ὁμοῦ']
2059		['2:5.294:And']	["2:5.294:δ'"]
2060		['2:5.294:night']	['2:5.294:νύξ']
2061	[it] 	['2:5.294:had', '2:5.294:come']	['2:5.294:ὀρώρει']
2062		['2:5.294:down', '2:5.294:from', '2:5.294:heaven']	['2:5.294:οὐρανόθεν']
2063		['2:5.295:At', '2:5.295:once']	['2:5.295:σὺν']
2064		['2:5.295:both']	['2:5.295:τε']
2065		['2:5.295:East', '2:5.295:Wind']	['2:5.295:Εὖρός']
2066		['2:5.295:and']	["2:5.295:τ'"]
2067		['2:5.295:South', '2:5.295:Wind[2]']	['2:5.295:Νότος']
2068	[they] 	['2:5.295:came', '2:5.295:crashing', '2:5.295:down']	['2:5.295:ἔπεσον']
2069		['2:5.295:and[2]']	['2:5.295:τε[2]']
2070		['2:5.295:stormy']	['2:5.295:δυσαὴς']
2071		['2:5.295:West', '2:5.295:Wind[3]']	['2:5.295:Ζέφυρός']
2072		['2:5.296:and', '2:5.296:also']	['2:5.296:καὶ']
2073		['2:5.296:North', '2:5.296:Wind']	['2:5.296:Βορέης']
2074		['2:5.296:born', '2:5.296:from', '2:5.296:ether']	['2:5.296:αἰθρηγενέτης']
2075		['2:5.296:rolling']	['2:5.296:κυλίνδων']
2076		['2:5.296:great']	['2:5.296:μέγα']
2077		['2:5.296:wave']	['2:5.296:κῦμα']
2078		['2:5.297:Then']	["2:5.297:τότ'"]
2079		['2:5.297:knees']	['2:5.297:γούνατα']
2080		['2:5.297:of', '2:5.297:Odysseus']	['2:5.297:Ὀδυσσῆος']
2081		['2:5.297:and']	['2:5.297:καὶ[2]']
2082		['2:5.297:dear']	['2:5.297:φίλον']
2083		['2:5.297:heart']	['2:5.297:ἦτορ']
2084	[they] 	['2:5.297:gave', '2:5.297:out']	['2:5.297:λύτο']
2085		['2:5.298:and']	["2:5.298:δ'"]
2086		['2:5.298:agitated']	['2:5.298:ὀχθήσας']
2087	[he] 	['2:5.298:spoke']	['2:5.298:εἶπε']
2088		['2:5.298:to']	['2:5.298:πρὸς']
2089		['2:5.298:his']	['2:5.298:ὃν']
2090		['2:5.298:great-hearted']	['2:5.298:μεγαλήτορα']
2091		['2:5.298:spirit']	['2:5.298:θυμόν']
2092		['2:5.299:Oh', '2:5.299:me', '2:5.299:me']	['2:5.299:ὤ', '2:5.299:μοι']
2093		['2:5.299:for', '2:5.299:my', '2:5.299:part', '2:5.299:I']	['2:5.299:ἐγὼ']
2094		['2:5.299:miserable']	['2:5.299:δειλός']
2095		['2:5.299:What']	['2:5.299:τί']
2096		['2:5.299:now']	['2:5.299:νύ']
2097	[it] 	['2:5.299:would', '2:5.299:happen']	['2:5.299:γένηται']
2098		['2:5.299:finally']	['2:5.299:μήκιστα']
2099		['2:5.299:to', '2:5.299:me[2]']	['2:5.299:μοι[2]']
2100	[I] 	['2:5.300:dread']	['2:5.300:δείδω']
2101		['2:5.300:that']	['2:5.300:μὴ']
2102		['2:5.300:all']	['2:5.300:πάντα']
2103		['2:5.300:goddess']	['2:5.300:θεὰ']
2104	[he] 	['2:5.300:said']	['2:5.300:εἶπεν']
2105		['2:5.300:correct']	['2:5.300:νημερτέα']
2106		['2:5.301:she']	['2:5.301:ἥ']
2107	[he] 	['2:5.301:stated']	["2:5.301:ἔφατ'"]
2108		['2:5.301:on']	['2:5.301:ἐν']
2109		['2:5.301:sea']	['2:5.301:πόντῳ']
2110		['2:5.301:before']	['2:5.301:πρὶν']
2111		['2:5.301:I']	["2:5.301:μ'"]
2112		['2:5.301:return', '2:5.301:to']	['2:5.301:ἱκέσθαι']
2113		['2:5.301:land']	['2:5.301:γαῖαν']
2114		['2:5.301:that[2]', '2:5.301:belonged', '2:5.301:to[2]', '2:5.301:my', '2:5.301:fathers']	['2:5.301:πατρίδα']
2115	[I] 	['2:5.302:will', '2:5.302:fill', '2:5.302:of']	['2:5.302:ἀναπλήσειν']
2116		['2:5.302:suffering']	["2:5.302:ἄλγε'"]
2117		['2:5.302:And']	['2:5.302:δὲ']
2118		['2:5.302:now']	['2:5.302:νῦν']
2119		['2:5.302:all']	['2:5.302:πάντα']
2120		['2:5.302:these', '2:5.302:things']	['2:5.302:τὰ']
2121	[they] 	['2:5.302:are', '2:5.302:being', '2:5.302:fulfilled']	['2:5.302:τελεῖται']
2122		['2:5.303:With', '2:5.303:such']	['2:5.303:οἵοισιν']
2123		['2:5.303:clouds']	['2:5.303:νεφέεσσι']
2124	[he] 	['2:5.303:encircles']	['2:5.303:περιστέφει']
2125		['2:5.303:wide']	['2:5.303:εὐρὺν']
2126		['2:5.303:heavens']	['2:5.303:οὐρανὸν']
2127		['2:5.304:Zeus']	['2:5.304:Ζεύς']
2128		['2:5.304:And']	['2:5.304:δὲ']
2129	[he] 	['2:5.304:stirred']	['2:5.304:ἐτάραξε']
2130		['2:5.304:sea']	['2:5.304:πόντον']
2131		['2:5.304:and']	["2:5.304:δ'"]
2132	[they] 	['2:5.304:pile', '2:5.304:on']	['2:5.304:ἐπισπέρχουσι']
2133		['2:5.304:gusts']	['2:5.304:ἄελλαι']
2134		['2:5.305:of', '2:5.305:winds']	['2:5.305:ἀνέμων']
2135		['2:5.305:of[2]', '2:5.305:all', '2:5.305:kinds']	['2:5.305:παντοίων']
2136		['2:5.305:Now']	['2:5.305:νῦν']
2137		['2:5.305:steep']	['2:5.305:αἰπὺς']
2138		['2:5.305:death']	['2:5.305:ὄλεθρος']
2139		['2:5.305:certain']	['2:5.305:σῶς']
2140		['2:5.305:for', '2:5.305:me']	['2:5.305:μοι']
2141		['2:5.306:Three', '2:5.306:times']	['2:5.306:τρὶς']
2142		['2:5.306:blessed']	['2:5.306:μάκαρες']
2143		['2:5.306:Danaans']	['2:5.306:Δαναοὶ']
2144		['2:5.306:even']	['2:5.306:καὶ']
2145		['2:5.306:four', '2:5.306:times[2]']	['2:5.306:τετράκις']
2146		['2:5.306:who']	['2:5.306:οἳ']
2147	[they] 	['2:5.306:were', '2:5.306:lost']	['2:5.306:ὄλοντο']
2148		['2:5.306:then']	["2:5.306:τότ'"]
2149		['2:5.307:in']	['2:5.307:ἐν']
2150		['2:5.307:wide']	['2:5.307:εὐρείῃ']
2151		['2:5.307:Troy']	['2:5.307:Τροίῃ']
2152		['2:5.307:bringing']	['2:5.307:φέροντες']
2153		['2:5.307:happiness']	['2:5.307:χάριν']
2154		['2:5.307:sons', '2:5.307:of', '2:5.307:Atreus']	['2:5.307:Ἀτρεΐδῃσι']
2155		['2:5.308:So']	['2:5.308:ὡς']
2156		['2:5.308:for', '2:5.308:my', '2:5.308:part']	['2:5.308:ἐγώ']
2157	[I] 	['2:5.308:ought']	['2:5.308:ὄφελον']
