index	prefix	engaligns	greekaligns
2055	[with] 	['1:1.304:speeches']	['1:1.304:ἐπέεσσιν']
2056	[he-dual] 	['1:1.305:stood', '1:1.305:up']	['1:1.305:ἀνστήτην']
2057		['1:1.305:and']	["1:1.305:δ'"]
2058	[they] 	['1:1.305:dismissed']	['1:1.305:λῦσαν']
2059		['1:1.305:assembly']	['1:1.305:ἀγορὴν']
2060		['1:1.305:beside']	['1:1.305:παρὰ']
2061		['1:1.305:ships']	['1:1.305:νηυσὶν']
2062	[of] 	['1:1.305:Achaeans']	['1:1.305:Ἀχαιῶν']
2063		['1:1.306:son', '1:1.306:of', '1:1.306:Peleus']	['1:1.306:Πηλεΐδης']
2064		['1:1.306:on', '1:1.306:the', '1:1.306:one', '1:1.306:hand']	['1:1.306:μὲν']
2065	[he] 	['1:1.306:went', '1:1.306:on[2]', '1:1.306:his', '1:1.306:way']	['1:1.307:ἤϊε']
2066		['1:1.306:towards']	['1:1.306:ἐπὶ']
2067		['1:1.306:resting-places']	['1:1.306:κλισίας']
2068		['1:1.306:and']	['1:1.306:καὶ']
2069		['1:1.306:well-balanced']	['1:1.306:ἐΐσας']
2070		['1:1.306:ships']	['1:1.306:νῆας']
2071		['1:1.307:with']	['1:1.307:σύν']
2072		['1:1.307:both']	['1:1.307:τε']
2073		['1:1.307:son', '1:1.307:of', '1:1.307:Menoetius']	['1:1.307:Μενοιτιάδῃ']
2074		['1:1.307:and']	['1:1.307:καὶ']
2075		['1:1.307:his']	['1:1.307:οἷς']
2076		['1:1.307:comrades']	['1:1.307:ἑτάροισιν']
2077		['1:1.308:Meanwhile']	["1:1.308:δ'"]
2078		['1:1.308:son', '1:1.308:of', '1:1.308:Atreus', '1:1.308:of', '1:1.308:Atreus']	['1:1.308:Ἀτρεΐδης', '1:1.308:ἄρα']
2079	[he] 	['1:1.308:dragged', '1:1.308:forward']	['1:1.308:προέρυσσεν']
2080		['1:1.308:swift']	['1:1.308:θοὴν']
2081		['1:1.308:ship']	['1:1.308:νῆα']
2082		['1:1.308:to']	['1:1.308:δὲ']
2083		['1:1.308:sea']	['1:1.308:ἅλα']
2084		['1:1.309:And', '1:1.309:And[2]']	["1:1.309:δ'"]
2085		['1:1.309:therein']	['1:1.309:ἐν']
2086	[he] 	['1:1.309:selected']	['1:1.309:ἔκρινεν']
2087		['1:1.309:twenty']	['1:1.309:ἐείκοσιν']
2088		['1:1.309:rowers']	['1:1.309:ἐρέτας']
2089		['1:1.309:sacrifice']	['1:1.309:ἑκατόμβην']
2090		['1:1.310:god']	['1:1.310:θεῷ']
2091	[he] 	['1:1.310:embarked']	['1:1.309:ἐς', '1:1.310:βῆσε']
2092		['1:1.310:and']	['1:1.310:δὲ']
2093		['1:1.310:up']	['1:1.310:ἀνὰ']
2094		['1:1.311:leading']	['1:1.311:ἄγων']
2095	[he] 	['1:1.311:seated']	['1:1.311:εἷσεν']
2096		['1:1.311:beautiful-cheeked']	['1:1.310:καλλιπάρῃον']
2097		['1:1.311:Chryseis']	['1:1.310:Χρυσηΐδα']
2098		['1:1.311:And']	["1:1.311:δ'"]
2099		['1:1.311:in']	['1:1.311:ἐν']
2100	[he] 	['1:1.311:went']	['1:1.311:ἔβη']
2101		['1:1.311:as', '1:1.311:leader']	['1:1.311:ἀρχὸς']
2102		['1:1.311:the[2]', '1:1.311:adaptable']	['1:1.311:πολύμητις']
2103		['1:1.311:Odysseus']	['1:1.311:Ὀδυσσεύς']
2104		['1:1.312:Then']	["1:1.312:ἔπειτ'"]
2105		['1:1.312:they']	['1:1.312:οἳ']
2106		['1:1.312:or', '1:1.312:on', '1:1.312:their', '1:1.312:side']	['1:1.312:μὲν']
2107		['1:1.312:having', '1:1.312:embarked']	['1:1.312:ἀναβάντες']
2108	[they] 	['1:1.312:began', '1:1.312:to', '1:1.312:sail']	['1:1.312:ἐπέπλεον']
2109		['1:1.312:watery']	['1:1.312:ὑγρὰ']
2110		['1:1.312:routes']	['1:1.312:κέλευθα']
2111		['1:1.313:while']	["1:1.313:δ'"]
2112		['1:1.313:son', '1:1.313:of', '1:1.313:Atreus']	['1:1.313:Ἀτρεΐδης']
2113	[he] 	['1:1.313:commanded']	['1:1.313:ἄνωγεν']
2114		['1:1.313:soldiers']	['1:1.313:λαοὺς']
2115		['1:1.313:to', '1:1.313:purify', '1:1.313:themselves']	['1:1.313:ἀπολυμαίνεσθαι']
2116		['1:1.314:Those']	['1:1.314:οἳ', "1:1.314:δ'"]
2117	[they] 	['1:1.314:began', '1:1.314:purifying', '1:1.314:themselves']	['1:1.314:ἀπελυμαίνοντο']
2118		['1:1.314:And']	['1:1.314:καὶ']
2119	[they were] 	['1:1.314:flinging']	['1:1.314:βάλλον']
2120		['1:1.314:impurities']	['1:1.314:λύματα']
2121		['1:1.314:into']	['1:1.314:εἰς']
2122		['1:1.314:sea']	['1:1.314:ἅλα']
2123		['1:1.315:Then']	["1:1.315:δ'"]
2124	[they] 	['1:1.315:began', '1:1.315:to', '1:1.315:perform']	['1:1.315:ἕρδον']
2125		['1:1.315:potent']	['1:1.315:τεληέσσας']
2126		['1:1.315:sacrifices']	['1:1.315:ἑκατόμβας']
2127		['1:1.315:for', '1:1.315:Apollo']	['1:1.315:Ἀπόλλωνι']
2128		['1:1.316:of', '1:1.316:bulls']	['1:1.316:ταύρων']
2129		['1:1.316:and']	["1:1.316:ἠδ'"]
2130		['1:1.316:of[2]', '1:1.316:goats']	['1:1.316:αἰγῶν']
2131		['1:1.316:along']	['1:1.316:παρὰ']
2132		['1:1.316:shore']	["1:1.316:θῖν'"]
2133		['1:1.316:barren']	['1:1.316:ἀτρυγέτοιο']
2134	[of] 	['1:1.316:sea']	['1:1.316:ἁλὸς']
2135		['1:1.317:and']	["1:1.317:δ'"]
2136		['1:1.317:aroma']	['1:1.317:κνίση']
2137	[it] 	['1:1.317:reached']	['1:1.317:ἷκεν']
2138		['1:1.317:heavens']	['1:1.317:οὐρανὸν']
2139		['1:1.317:swirling']	['1:1.317:ἑλισσομένη']
2140		['1:1.317:about', '1:1.317:in']	['1:1.317:περὶ']
2141		['1:1.317:smoke']	['1:1.317:καπνῷ']
2142		['1:1.318:In', '1:1.318:this', '1:1.318:way']	['1:1.318:ὣς']
2143		['1:1.318:they']	['1:1.318:οἳ', '1:1.318:μὲν']
2144	[they] 	['1:1.318:began', '1:1.318:working', '1:1.318:on']	['1:1.318:πένοντο']
2145		['1:1.318:these', '1:1.318:things']	['1:1.318:τὰ']
2146		['1:1.318:down', '1:1.318:throughout']	['1:1.318:κατὰ']
2147		['1:1.318:camp']	['1:1.318:στρατόν']
2148		['1:1.318:But']	["1:1.318:δ'"]
2149		['1:1.318:Agamemnon']	['1:1.318:Ἀγαμέμνων']
2150		['1:1.318:was', '1:1.318:not']	['1:1.318:οὐ']
2151	[he was] 	['1:1.319:stepping', '1:1.319:away', '1:1.319:from']	["1:1.319:λῆγ'"]
2152		['1:1.319:competition']	['1:1.319:ἔριδος']
2153		['1:1.319:which']	['1:1.319:τὴν']
2154		['1:1.319:first']	['1:1.319:πρῶτον']
2155	[he] 	['1:1.319:threatened', '1:1.319:against']	["1:1.319:ἐπηπείλησ'"]
2156		['1:1.319:Achilles']	['1:1.319:Ἀχιλῆϊ']
2157		['1:1.320:Instead']	["1:1.320:ἀλλ'"]
2158		['1:1.320:he']	['1:1.320:ὅ', '1:1.320:γε']
2159	[he] 	['1:1.320:spoke', '1:1.320:to']	['1:1.320:προσέειπε']
2160		['1:1.320:both']	['1:1.320:τε']
2161		['1:1.320:Talthybius']	['1:1.320:Ταλθύβιόν']
2162		['1:1.320:and']	['1:1.320:καὶ']
2163		['1:1.320:Eurybates']	['1:1.320:Εὐρυβάτην']
2164		['1:1.321:those', '1:1.321:two']	['1:1.321:τώ']
2165	[they] 	['1:1.321:were']	['1:1.321:ἔσαν']
2166		['1:1.321:his']	['1:1.321:οἱ']
2167		['1:1.321:heralds']	['1:1.321:κήρυκε']
2168		['1:1.321:and']	['1:1.321:καὶ']
2169		['1:1.321:ready']	['1:1.321:ὀτρηρὼ']
2170		['1:1.321:attendants']	['1:1.321:θεράποντε']
2171	[you-dual] 	['1:1.322:go']	['1:1.322:ἔρχεσθον']
2172		['1:1.322:resting-place']	['1:1.322:κλισίην']
2173	[of] 	['1:1.322:of', "1:1.322:Peleus'", '1:1.322:son']	['1:1.322:Πηληϊάδεω']
2174		['1:1.322:Achilles']	['1:1.322:Ἀχιλῆος']
2175		['1:1.323:After', '1:1.323:seizing']	["1:1.323:ἑλόντ'"]
2176		['1:1.323:beautiful-cheeked']	['1:1.323:καλλιπάρῃον']
2177		['1:1.323:Briseis']	['1:1.323:Βρισηΐδα']
2178		['1:1.323:by', '1:1.323:hand']	['1:1.323:χειρὸς']
2179		['1:1.323:bring']	['1:1.323:ἀγέμεν']
2180		['1:1.324:If', '1:1.324:then']	['1:1.324:εἰ', '1:1.324:δέ']
2181		['1:1.324:should', '1:1.324:not']	['1:1.324:μὴ']
2182	[he should] 	['1:1.324:give']	['1:1.324:κε', '1:1.324:δώῃσιν']
2183		['1:1.324:I', '1:1.324:myself']	['1:1.324:ἐγὼ']
2184		['1:1.324:person']	['1:1.324:αὐτὸς']
2185	[I] 	['1:1.324:would', '1:1.324:seize', '1:1.324:seize', '1:1.324:for', '1:1.324:myself[2]', '1:1.324:for', '1:1.324:myself[2]']	['1:1.324:κεν', '1:1.324:ἕλωμαι']
2186		['1:1.325:having', '1:1.325:come']	['1:1.325:ἐλθὼν']
2187		['1:1.325:with']	['1:1.325:σὺν']
2188		['1:1.325:more', '1:1.325:men']	['1:1.325:πλεόνεσσι']
2189		['1:1.325:And']	['1:1.325:καὶ']
2190		['1:1.325:for', '1:1.325:him']	['1:1.325:οἱ']
2191		['1:1.325:that']	['1:1.325:τό']
2192	[it] 	['1:1.325:will', '1:1.325:be']	['1:1.325:ἔσται']
2193		['1:1.325:more[2]', '1:1.325:to', '1:1.325:be[2]', '1:1.325:feared']	['1:1.325:ῥίγιον']
2194		['1:1.326:Having', '1:1.326:spoken']	['1:1.326:εἰπὼν']
2195		['1:1.326:thus']	['1:1.326:ὣς']
2196	[he] 	['1:1.326:sent', '1:1.326:forth']	['1:1.326:προΐει']
2197	[he] 	['1:1.326:imposed']	['1:1.326:ἐπὶ', '1:1.326:ἔτελλε']
2198		['1:1.326:cruel']	['1:1.326:κρατερὸν']
2199		['1:1.326:command']	['1:1.326:μῦθον']
2200		['1:1.327:the', '1:1.327:two']	['1:1.327:τὼ']
2201		['1:1.327:unwilling']	['1:1.327:ἀέκοντε']
2202	[they-dual] 	['1:1.327:both', '1:1.327:walked']	['1:1.327:βάτην']
2203		['1:1.327:along']	['1:1.327:παρὰ']
2204		['1:1.327:shore']	["1:1.327:θῖν'"]
2205		['1:1.327:barren']	['1:1.327:ἀτρυγέτοιο']
2206	[of] 	['1:1.327:sea']	['1:1.327:ἁλὸς']
2207	[they-dual] 	['1:1.328:arrived']	['1:1.328:ἱκέσθην']
2208		['1:1.328:at']	['1:1.328:ἐπί']
2209		['1:1.328:both']	['1:1.328:τε']
2210		['1:1.328:resting-places']	['1:1.328:κλισίας']
2211		['1:1.328:and']	['1:1.328:καὶ']
2212		['1:1.328:ships']	['1:1.328:νῆας']
2213	[of] 	['1:1.328:Myrmidons']	['1:1.328:Μυρμιδόνων']
2214		['1:1.329:That', '1:1.329:man']	['1:1.329:τὸν']
2215	[they] 	['1:1.329:found']	['1:1.329:εὗρον']
2216		['1:1.329:beside']	['1:1.329:παρά']
2217		['1:1.329:both']	['1:1.329:τε']
2218		['1:1.329:resting-place']	['1:1.329:κλισίῃ']
2219		['1:1.329:and']	['1:1.329:καὶ']
2220		['1:1.329:black']	['1:1.329:μελαίνῃ']
2221		['1:1.329:ship']	['1:1.329:νηῒ']
2222		['1:1.330:sitting']	['1:1.330:ἥμενον']
2223		['1:1.330:Nor']	['1:1.330:οὐ', "1:1.330:δ'"]
2224		['1:1.330:did', '1:1.330:Achilles']	['1:1.330:Ἀχιλλεύς']
2225	[he did] 	['1:1.330:rejoice']	['1:1.330:γήθησεν']
2226		['1:1.330:at', '1:1.330:all', '1:1.330:all']	['1:1.330:ἄρα', '1:1.330:γε']
2227		['1:1.330:having', '1:1.330:caught', '1:1.330:sight', '1:1.330:of']	['1:1.330:ἰδὼν']
2228		['1:1.330:those', '1:1.330:two']	['1:1.330:τώ']
2229		['1:1.331:On', '1:1.331:the', '1:1.331:one', '1:1.331:hand']	['1:1.331:μὲν']
2230		['1:1.331:the[2]', '1:1.331:two', '1:1.331:men']	['1:1.331:τὼ']
2231		['1:1.331:terrified', '1:1.331:at']	['1:1.331:ταρβήσαντε']
2232		['1:1.331:and']	['1:1.331:καὶ']
2233		['1:1.331:feeling', '1:1.331:shame', '1:1.331:before']	['1:1.331:αἰδομένω']
2234		['1:1.331:king']	['1:1.331:βασιλῆα']
2235	[he-dual] 	['1:1.332:stood']	['1:1.332:στήτην']
2236		['1:1.332:but']	['1:1.332:δέ']
2237		['1:1.332:did', '1:1.332:not', '1:1.332:nor']	['1:1.332:οὐ']
2238	[they] 	['1:1.332:begin', '1:1.332:to', '1:1.332:address']	['1:1.332:προσεφώνεον']
2239		['1:1.332:him']	['1:1.332:μιν']
2240		['1:1.332:about', '1:1.332:anything']	['1:1.332:τί', "1:1.332:δ'"]
2241	[they] 	['1:1.332:did[2]', '1:1.332:they', '1:1.332:ask', '1:1.332:any', '1:1.332:questions']	['1:1.332:ἐρέοντο']
2242		['1:1.333:For', '1:1.333:his', '1:1.333:part']	['1:1.333:αὐτὰρ']
2243		['1:1.333:that', '1:1.333:man']	['1:1.333:ὃ']
2244	[he] 	['1:1.333:understood', '1:1.333:the', '1:1.333:situation']	['1:1.333:ἔγνω']
2245		['1:1.333:in', '1:1.333:his[2]']	['1:1.333:ᾗσιν']
2246		['1:1.333:heart']	['1:1.333:φρεσὶ']
2247		['1:1.333:and']	['1:1.333:τε']
2248	[he] 	['1:1.333:spoke']	['1:1.333:φώνησέν']
2249	[(2nd pl imperative)you-pl] 	['1:1.334:Welcome']	['1:1.334:χαίρετε']
2250		['1:1.334:heralds']	['1:1.334:κήρυκες']
2251		['1:1.334:messengers']	['1:1.334:ἄγγελοι']
2252		['1:1.334:of', '1:1.334:Zeus']	['1:1.334:Διὸς']
2253		['1:1.334:and']	['1:1.334:καὶ']
2254		['1:1.334:also']	['1:1.334:ἠδὲ']
2255		['1:1.334:of[2]', '1:1.334:men']	['1:1.334:ἀνδρῶν']
2256	[(2nd pl imperative)you-pl] 	['1:1.335:Come']	["1:1.335:ἴτ'"]
2257		['1:1.335:closer']	['1:1.335:ἆσσον']
2258		['1:1.335:you']	['1:1.335:ὔμμες']
2259		['1:1.335:are', '1:1.335:not']	['1:1.335:οὔ']
2260		['1:1.335:responsible', '1:1.335:to[2]']	['1:1.335:ἐπαίτιοι']
2261		['1:1.335:me']	['1:1.335:μοι']
2262		['1:1.335:for', '1:1.335:anything']	['1:1.335:τί']
2263		['1:1.335:instead']	["1:1.335:ἀλλ'"]
2264		['1:1.335:Agamemnon']	['1:1.335:Ἀγαμέμνων']
2265		['1:1.336:the', '1:1.336:one', '1:1.336:who']	['1:1.336:ὃ']
2266	[he] 	['1:1.336:sent', '1:1.336:forth']	['1:1.336:προΐει']
2267		['1:1.336:you', '1:1.336:two']	['1:1.336:σφῶϊ']
2268		['1:1.336:on', '1:1.336:account', '1:1.336:of']	['1:1.336:εἵνεκα']
2269		['1:1.336:girl']	['1:1.336:κούρης']
2270		['1:1.336:Briseis']	['1:1.336:Βρισηΐδος']
2271		['1:1.337:(Achilles', '1:1.337:turns', '1:1.337:to', '1:1.337:Patroclus)']	["1:1.337:ἀλλ'"]
2272	[(2nd sg imperative)you-sg] 	['1:1.337:Come']	['1:1.337:ἄγε']
2273		['1:1.337:Zeus-born']	['1:1.337:διογενὲς']
2274		['1:1.337:Patroclus']	['1:1.337:Πατρόκλεες']
2275	[(2nd sg imperative)you-sg] 	['1:1.337:bring', '1:1.337:out']	['1:1.337:ἔξαγε']
2276		['1:1.337:girl']	['1:1.337:κούρην']
2277		['1:1.338:and']	['1:1.338:καί']
2278	[(2nd sg imperative)you-sg] 	['1:1.338:give']	['1:1.338:δὸς']
2279		['1:1.338:to', '1:1.338:these', '1:1.338:two']	['1:1.338:σφωϊν']
2280		['1:1.338:to[2]', '1:1.338:lead', '1:1.338:away']	['1:1.338:ἄγειν']
2281		['1:1.338:And', '1:1.339:both']	["1:1.338:δ'"]
2282		['1:1.338:let', '1:1.338:these[2]', '1:1.338:two[2]']	['1:1.338:τὼ']
2283		['1:1.338:themselves']	['1:1.338:αὐτὼ']
2284	[(3rd pl imperative)let them] 	['1:1.338:be']	['1:1.338:ἔστων']
2285		['1:1.338:witnesses']	['1:1.338:μάρτυροι']
2286		['1:1.339:before', '1:1.339:before[2]']	['1:1.339:πρός']
2287		['1:1.339:blessed']	['1:1.339:μακάρων']
2288		['1:1.339:gods']	['1:1.339:θεῶν']
2289		['1:1.339:and']	['1:1.339:τε']
2290		['1:1.339:mortal']	['1:1.339:θνητῶν']
2291		['1:1.339:people']	['1:1.339:ἀνθρώπων']
2292		['1:1.340:and']	['1:1.340:καὶ']
2293		['1:1.340:before']	['1:1.340:πρὸς']
2294		['1:1.340:that']	['1:1.340:τοῦ']
2295		['1:1.340:unfeeling']	['1:1.340:ἀπηνέος']
2296		['1:1.340:king']	['1:1.340:βασιλῆος']
2297		['1:1.340:if']	['1:1.340:εἴ']
2298		['1:1.340:some', '1:1.340:day', '1:1.340:day']	['1:1.340:ποτε', "1:1.340:δ'"]
2299		['1:1.340:again']	['1:1.340:αὖτε']
2300		['1:1.341:need']	['1:1.341:χρειὼ']
2301		['1:1.341:of', '1:1.341:me']	['1:1.341:ἐμεῖο']
2302	[it] 	['1:1.341:should', '1:1.341:arise']	['1:1.341:γένηται']
2303		['1:1.341:to', '1:1.341:defend', '1:1.341:against']	['1:1.341:ἀμῦναι']
2304		['1:1.341:shameful']	['1:1.341:ἀεικέα']
2305		['1:1.341:destruction']	['1:1.341:λοιγὸν']
2306		['1:1.342:for', '1:1.342:those']	['1:1.342:τοῖς']
2307		['1:1.342:others']	['1:1.342:ἄλλοις']
2308		['1:1.342:For']	['1:1.342:γὰρ']
2309		['1:1.342:surely']	['1:1.342:ἦ']
2310		['1:1.342:he']	['1:1.342:ὅ']
2311	[he] 	['1:1.342:is', '1:1.342:out', '1:1.342:of', '1:1.342:control']	['1:1.342:θύει']
2312		['1:1.342:with', '1:1.342:a', '1:1.342:self-destructive']	['1:1.342:ὀλοιῇσι']
2313	[with] 	['1:1.342:heart']	['1:1.342:φρεσὶ']
2314		['1:1.343:does', '1:1.343:not']	['1:1.343:οὐ']
2315		['1:1.343:at', '1:1.343:all']	['1:1.343:τι']
2316	[he does] 	['1:1.343:understand', '1:1.343:how']	['1:1.343:οἶδε']
2317		['1:1.343:to', '1:1.343:plan', '1:1.343:for']	['1:1.343:νοῆσαι']
2318		['1:1.343:future']	['1:1.343:πρόσσω']
2319		['1:1.343:and']	['1:1.343:καὶ']
2320		['1:1.343:past']	['1:1.343:ὀπίσσω']
2321		['1:1.343:together']	['1:1.343:ἅμα']
2322		['1:1.344:so', '1:1.344:that']	['1:1.344:ὅππως']
2323		['1:1.344:Achaeans']	['1:1.344:Ἀχαιοί']
2324	[they] 	['1:1.344:might', '1:1.344:in', '1:1.344:the[2]', '1:1.344:future', '1:1.344:fight']	['1:1.344:μαχέοιντο']
2325		['1:1.344:besides']	['1:1.344:παρὰ']
2326		['1:1.344:ships']	['1:1.344:νηυσὶ']
2327		['1:1.344:safe']	['1:1.344:σόοι']
2328		['1:1.344:under', '1:1.344:his', '1:1.344:watch']	['1:1.344:οἱ']
2329		['1:1.345:So']	['1:1.345:ὣς']
2330	[he] 	['1:1.345:spoke']	['1:1.345:φάτο']
2331		['1:1.345:and']	['1:1.345:δὲ']
2332		['1:1.345:Patroclus']	['1:1.345:Πάτροκλος']
2333	[he] 	['1:1.345:began', '1:1.345:to', '1:1.345:obey']	["1:1.345:ἐπεπείθεθ'"]
2334		['1:1.345:beloved']	['1:1.345:φίλῳ']
2335		['1:1.345:companion']	['1:1.345:ἑταίρῳ']
2336	[he] 	['1:1.346:led']	['1:1.346:ἄγαγε']
2337		['1:1.346:beautiful-cheeked']	['1:1.346:καλλιπάρῃον']
2338		['1:1.346:Bryseis']	['1:1.346:Βρισηΐδα']
2339		['1:1.346:out', '1:1.346:of']	['1:1.346:ἐκ']
2340		['1:1.346:resting-place']	['1:1.346:κλισίης']
2341		['1:1.347:and', '1:1.347:The', '1:1.347:two', '1:1.347:of', '1:1.347:them']	["1:1.347:δ'"]
2342	[he] 	['1:1.347:gave']	['1:1.347:δῶκε']
2343		['1:1.347:to', '1:1.347:lead', '1:1.347:away']	['1:1.347:ἄγειν']
2344		['1:1.347:The', '1:1.347:two', '1:1.347:of', '1:1.347:them']	['1:1.347:τὼ']
2345	[he-dual] 	['1:1.347:went']	['1:1.347:ἴτην']
2346		['1:1.347:back']	['1:1.347:αὖτις']
2347		['1:1.347:along']	['1:1.347:παρὰ']
2348		['1:1.347:ships']	['1:1.347:νῆας']
2349	[of] 	['1:1.347:Achaeans']	['1:1.347:Ἀχαιῶν']
2350		['1:1.348:and']	["1:1.348:δ'"]
2351		['1:1.348:that', '1:1.348:person']	['1:1.348:ἣ']
2352		['1:1.348:woman']	['1:1.348:γυνὴ']
2353		['1:1.348:unwilling']	["1:1.348:ἀέκουσ'"]
2354	[she] 	['1:1.348:started', '1:1.348:on', '1:1.348:her', '1:1.348:way']	['1:1.348:κίεν']
2355		['1:1.348:along', '1:1.348:with']	['1:1.348:ἅμα']
2356		['1:1.348:those', '1:1.348:people']	['1:1.348:τοῖσι']
2357		['1:1.348:As', '1:1.348:for']	['1:1.348:αὐτὰρ']
2358		['1:1.348:Achilles']	['1:1.348:Ἀχιλλεὺς']
2359		['1:1.349:having', '1:1.349:started', '1:1.349:to', '1:1.349:cry']	['1:1.349:δακρύσας']
2360		['1:1.349:at', '1:1.349:once']	['1:1.349:ἄφαρ']
2361	[he] 	['1:1.349:took', '1:1.349:a', '1:1.349:seat']	['1:1.349:ἕζετο']
2362		['1:1.349:far', '1:1.349:away', '1:1.349:from']	['1:1.349:νόσφι']
2363		['1:1.349:companions']	['1:1.349:ἑτάρων']
2364		['1:1.349:sinking', '1:1.349:down']	['1:1.349:λιασθείς']
2365		['1:1.350:upon']	["1:1.350:ἔφ'"]
2366		['1:1.350:shore']	["1:1.350:θῖν'"]
2367		['1:1.350:gray']	['1:1.350:πολιῆς']
2368	[of] 	['1:1.350:saltwater']	['1:1.350:ἁλὸς']
2369		['1:1.350:gazing', '1:1.350:out']	['1:1.350:ὁρόων']
2370		['1:1.350:upon[2]']	["1:1.350:ἐπ'"]
2371		['1:1.350:boundless']	['1:1.350:ἀπείρονα']
2372		['1:1.350:sea']	['1:1.350:πόντον']
2373		['1:1.351:And']	['1:1.351:δὲ']
2374		['1:1.351:at', '1:1.351:length']	['1:1.351:πολλὰ']
2375	[he] 	['1:1.351:as', '1:1.351:god-talker', '1:1.351:spoke']	['1:1.351:ἠρήσατο']
2376		['1:1.351:to', '1:1.351:mother']	['1:1.351:μητρὶ']
2377		['1:1.351:beloved']	['1:1.351:φίλῃ']
2378		['1:1.351:stretching', '1:1.351:out']	['1:1.351:ὀρεγνύς']
2379		['1:1.351:hands']	['1:1.351:χεῖρας']
2380		['1:1.352:Mother']	['1:1.352:μῆτερ']
2381		['1:1.352:since']	['1:1.352:ἐπεί']
2382		['1:1.352:after', '1:1.352:all']	['1:1.352:γε']
2383	[you] 	['1:1.352:give', '1:1.352:birth', '1:1.352:to']	['1:1.352:ἔτεκές']
2384		['1:1.352:me']	["1:1.352:μ'"]
2385		['1:1.352:although']	['1:1.352:περ']
2386		['1:1.352:being']	['1:1.352:ἐόντα']
2387		['1:1.352:short', '1:1.352:life']	['1:1.352:μινυνθάδιόν']
2388		['1:1.353:a', '1:1.353:position', '1:1.353:commanding', '1:1.353:appropriate', '1:1.353:respect']	['1:1.353:τιμήν']
2389		['1:1.353:at', '1:1.353:the', '1:1.353:very', '1:1.353:least']	['1:1.353:πέρ']
2390		['1:1.353:Olympian']	['1:1.353:Ὀλύμπιος']
2391	[he] 	['1:1.353:ought']	['1:1.353:ὄφελλεν']
2392		['1:1.353:to', '1:1.353:extend']	['1:1.353:ἐγγυαλίξαι']
2393		['1:1.353:to[2]', '1:1.353:me']	['1:1.353:μοι']
2394		['1:1.354:Zeus']	['1:1.354:Ζεὺς']
2395		['1:1.354:thundering', '1:1.354:on', '1:1.354:high']	['1:1.354:ὑψιβρεμέτης']
2396		['1:1.354:But']	["1:1.354:δ'"]
2397		['1:1.354:now']	['1:1.354:νῦν']
2398		['1:1.354:not']	['1:1.354:οὐ']
2399		['1:1.354:even']	['1:1.354:δέ']
2400		['1:1.354:a', '1:1.354:little']	['1:1.354:τυτθὸν']
2401	[he did] 	['1:1.354:show', '1:1.354:respect', '1:1.354:to']	['1:1.354:ἔτισεν']
2402		['1:1.354:me']	['1:1.354:με']
2403		['1:1.355:That', '1:1.355:is', '1:1.355:clearly', '1:1.355:the', '1:1.355:case', '1:1.355:because']	['1:1.355:γάρ']
2404		['1:1.355:in', '1:1.355:truth']	['1:1.355:ἦ']
2405		['1:1.355:son', '1:1.355:of', '1:1.355:Atreus']	['1:1.355:Ἀτρεΐδης']
2406		['1:1.355:wide-ruling']	['1:1.355:εὐρὺ', '1:1.355:κρείων']
2407		['1:1.355:Agamemnon']	['1:1.355:Ἀγαμέμνων']
2408	[he] 	['1:1.356:has', '1:1.356:shown', '1:1.356:disrespect', '1:1.356:to']	['1:1.356:ἠτίμησεν']
2409		['1:1.356:me']	["1:1.355:μ'"]
2410		['1:1.356:For']	['1:1.356:γὰρ']
2411		['1:1.356:having', '1:1.356:snatched']	['1:1.356:ἑλὼν']
2412		['1:1.356:prize']	['1:1.356:γέρας']
2413	[he] 	['1:1.356:holds']	['1:1.356:ἔχει']
2414		['1:1.356:--', '1:1.356:he[2]', '1:1.356:himself']	['1:1.356:αὐτὸς']
2415		['1:1.356:having[2]', '1:1.356:stolen']	['1:1.356:ἀπούρας']
2416		['1:1.357:So']	['1:1.357:ὣς']
2417	[he] 	['1:1.357:spoke']	['1:1.357:φάτο']
2418		['1:1.357:shedding']	['1:1.357:χέων']
2419		['1:1.357:tears']	['1:1.357:δάκρυ']
2420		['1:1.357:That', '1:1.357:man']	['1:1.357:τοῦ']
2421		['1:1.357:revered']	['1:1.357:πότνια']
2422		['1:1.357:mother']	['1:1.357:μήτηρ']
2423	[she] 	['1:1.357:heard']	['1:1.357:ἔκλυε']
2424		['1:1.358:sitting']	['1:1.358:ἡμένη']
2425		['1:1.358:in']	['1:1.358:ἐν']
2426		['1:1.358:depths']	['1:1.358:βένθεσσιν']
2427	[of] 	['1:1.358:sea']	['1:1.358:ἁλὸς']
2428		['1:1.358:beside']	['1:1.358:παρὰ']
2429		['1:1.358:father']	['1:1.358:πατρὶ']
2430		['1:1.358:old', '1:1.358:man']	['1:1.358:γέροντι']
2431		['1:1.359:Swiftly']	['1:1.359:καρπαλίμως', "1:1.359:δ'"]
2432	[she] 	['1:1.359:rose', '1:1.359:up']	['1:1.359:ἀνέδυ']
2433		['1:1.359:gray']	['1:1.359:πολιῆς']
2434		['1:1.359:sea']	['1:1.359:ἁλὸς']
2435		['1:1.359:like']	["1:1.359:ἠΰτ'"]
2436		['1:1.359:mist']	['1:1.359:ὀμίχλη']
2437		['1:1.360:and']	['1:1.360:καί', '1:1.360:ῥα']
2438		['1:1.360:before']	["1:1.360:πάροιθ'"]
